ndx_direction,spy_direction,soxx_direction,dia_direction,market_score,market_regime,divergence,data_source
NEUTRAL,BULLISH,BULLISH,BULLISH,85.29411764705883,RISK-ON,Semiconductors stronger than Nasdaq,STEP1_ADAPTED
