symbol,option_type,current_price,strike,expiration,DTE,bid,ask,lastPrice,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,collected_at,mid_price,bid_ask_spread,relative_spread,volume_oi_ratio,moneyness,distance_pct,contract_multiplier,estimated_traded_premium,price_source,volume_source,oi_source,iv_source,mid_price_source,premium_source,underlying_price,delta,gamma,vega,delta_source,gamma_source,vega_source,greeks_status,trade_side_estimate,trade_side_source,open_close_estimate,open_close_source,flow_score,call_put_flow,estimated_directional_premium,flow_rank,option_count,total_volume,total_premium,call_premium,put_premium,call_put_premium_imbalance,symbol_flow_score,symbol_flow_rank,flow_reason
AMZN,CALL,274.4800109863281,257.5,2026-08-10,2,16.75,17.3,18.0,3.1999998,21.62162,4497,81,0.465825654296875,True,REGULAR,USD,2026-08-08 16:03:09 UTC,17.025,0.5500000000000007,0.0323054331864905,55.51851851851852,-0.06186246832806306,-6.186246832806306,100,7656142.499999999,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,274.4800109863281,0.9696409642903336,0.007260339778049,0.0139617200151084,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,93.70445114530494,7656142.499999999,0.0,1,1203,386778,257734395.5,206490952.5,51243443.0,0.6023546418739442,52.035319628109164,5,Volume/OI surge | Premium activity | Call premium dominance | Near-term concentration
AMZN,PUT,274.4800109863281,285.0,2026-08-10,2,10.05,10.9,9.55,-4.25,-30.7971,6243,427,0.3217841259765625,True,REGULAR,USD,2026-08-08 16:03:09 UTC,10.475000000000001,0.8499999999999996,0.0811455847255369,14.620608899297423,0.038326976801949623,3.832697680194962,100,6539542.500000001,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,274.4800109863281,-0.9403687022989256,0.0181323679090408,0.0240867227902911,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,93.59999689259361,-6539542.500000001,0.0,2,1203,386778,257734395.5,206490952.5,51243443.0,0.6023546418739442,52.035319628109164,5,Volume/OI surge | Premium activity | Call premium dominance | Near-term concentration
TSLA,CALL,328.5799865722656,315.0,2026-08-10,2,13.65,13.95,13.85,6.76,95.34556,4688,373,0.335944140625,True,REGULAR,USD,2026-08-08 16:03:24 UTC,13.8,0.2999999999999989,0.0217391304347825,12.568364611260053,-0.041329317448489625,-4.132931744848962,100,6469440.0,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,328.5799865722656,0.9571505523078788,0.0111511088015638,0.0221617713728562,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,93.47777774941035,6469440.0,0.0,3,2633,1161835,1403261093.0,448706899.5,954554193.5,-0.36047981129339274,81.90719716940089,1,Volume/OI surge | Premium activity | Put premium dominance | Near-term concentration
AMZN,CALL,274.4800109863281,267.5,2026-08-10,2,7.05,8.7,7.51,1.5500002,26.006714,4815,111,0.4436090795898437,True,REGULAR,USD,2026-08-08 16:03:09 UTC,7.875,1.6499999999999997,0.2095238095238094,43.37837837837838,-0.025429942826240268,-2.5429942826240266,100,3791812.5,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,274.4800109863281,0.7903193898671325,0.0319468195306029,0.05850414421748,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,93.3728969241748,3791812.5,0.0,4,1203,386778,257734395.5,206490952.5,51243443.0,0.6023546418739442,52.035319628109164,5,Volume/OI surge | Premium activity | Call premium dominance | Near-term concentration
TSLA,PUT,328.5799865722656,340.0,2026-08-10,2,11.8,12.15,13.05,-8.499999,-39.443153,4060,86,0.3452213916015625,True,REGULAR,USD,2026-08-08 16:03:24 UTC,11.975000000000001,0.3499999999999996,0.0292275574112734,47.2093023255814,0.0347556573571858,3.47556573571858,100,4861850.000000001,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,328.5799865722656,-0.905847233660309,0.0199967194719515,0.040839065821847,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,93.27181330769449,-4861850.000000001,0.0,5,2633,1161835,1403261093.0,448706899.5,954554193.5,-0.36047981129339274,81.90719716940089,1,Volume/OI surge | Premium activity | Put premium dominance | Near-term concentration
TSLA,CALL,328.5799865722656,320.0,2026-08-10,2,9.15,9.4,9.45,5.2,122.352936,16463,2495,0.3061592822265625,True,REGULAR,USD,2026-08-08 16:03:24 UTC,9.275,0.25,0.0269541778975741,6.598396793587175,-0.026112322487354542,-2.6112322487354542,100,15269432.500000002,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,328.5799865722656,0.8826852043187507,0.0264372605096538,0.0478832067864313,CALCULATED,CALCULATED,CALCULATED,CALCULATED,BUY EST.,ESTIMATED,OPEN EST.,ESTIMATED,93.11687813932208,15269432.500000002,15269432.500000002,6,2633,1161835,1403261093.0,448706899.5,954554193.5,-0.36047981129339274,81.90719716940089,1,Volume/OI surge | Premium activity | Put premium dominance | Buy-side estimate
TSLA,PUT,328.5799865722656,335.0,2026-08-10,2,7.55,7.8,7.5,-9.85,-56.772335,17091,71,0.3122627368164062,True,REGULAR,USD,2026-08-08 16:03:24 UTC,7.675,0.25,0.0325732899022801,240.71830985915494,0.019538662396050715,1.953866239605072,100,13117342.499999998,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,328.5799865722656,-0.792778317253169,0.0376492438583059,0.0695497809234356,CALCULATED,CALCULATED,CALCULATED,CALCULATED,SELL EST.,ESTIMATED,OPEN EST.,ESTIMATED,92.99369602724519,-13117342.499999998,-13117342.499999998,7,2633,1161835,1403261093.0,448706899.5,954554193.5,-0.36047981129339274,81.90719716940089,1,Volume/OI surge | Premium activity | Put premium dominance | Sell-side estimate
NVDA,CALL,223.9600067138672,212.5,2026-08-10,2,10.75,11.65,11.75,4.11,53.795815,4265,1757,0.372076591796875,True,REGULAR,USD,2026-08-08 16:02:57 UTC,11.2,0.9000000000000004,0.0803571428571428,2.42743312464428,-0.05116988020324793,-5.1169880203247935,100,4776800.0,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,223.9600067138672,0.9731228273724832,0.0100666119045036,0.0102942271957126,CALCULATED,CALCULATED,CALCULATED,CALCULATED,BUY EST.,ESTIMATED,OPEN EST.,ESTIMATED,92.94443161731272,4776800.0,4776800.0,8,2054,1540380,802710422.0,602290751.5,200419670.5,0.5006426601497396,73.5096399022461,3,Volume/OI surge | Premium activity | Call premium dominance | Buy-side estimate
TSLA,CALL,328.5799865722656,322.5,2026-08-10,2,7.15,7.4,7.44,4.16,126.82927,11157,942,0.30274134765625,True,REGULAR,USD,2026-08-08 16:03:24 UTC,7.275,0.25,0.0343642611683848,11.843949044585987,-0.018503825006787,-1.8503825006787,100,8116717.5,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,328.5799865722656,0.8035633329588117,0.037610106667497,0.0673590031317676,CALCULATED,CALCULATED,CALCULATED,CALCULATED,BUY EST.,ESTIMATED,OPEN EST.,ESTIMATED,92.77909079187144,8116717.5,8116717.5,9,2633,1161835,1403261093.0,448706899.5,954554193.5,-0.36047981129339274,81.90719716940089,1,Volume/OI surge | Premium activity | Put premium dominance | Buy-side estimate
NVDA,CALL,223.9600067138672,207.5,2026-08-10,2,15.75,16.65,16.72,4.1799994,33.33333,4608,1565,0.5019581054687501,True,REGULAR,USD,2026-08-08 16:02:57 UTC,16.2,0.8999999999999986,0.0555555555555554,2.944408945686901,-0.07349529478670093,-7.349529478670093,100,7464959.999999999,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,223.9600067138672,0.981187682886161,0.00552347500437,0.0076200520766985,CALCULATED,CALCULATED,CALCULATED,CALCULATED,BUY EST.,ESTIMATED,OPEN EST.,ESTIMATED,92.72053046700324,7464959.999999999,7464959.999999999,10,2054,1540380,802710422.0,602290751.5,200419670.5,0.5006426601497396,73.5096399022461,3,Volume/OI surge | Premium activity | Call premium dominance | Buy-side estimate
NVDA,CALL,223.9600067138672,217.5,2026-08-10,2,6.3,6.85,6.75,3.18,89.07563,8673,3552,0.2905344384765624,True,REGULAR,USD,2026-08-08 16:02:57 UTC,6.574999999999999,0.5499999999999998,0.0836501901140684,2.441722972972973,-0.028844465619794948,-2.8844465619794946,100,5702497.499999999,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,223.9600067138672,0.916495182316024,0.0318795971057335,0.025455903612867,CALCULATED,CALCULATED,CALCULATED,CALCULATED,BUY EST.,ESTIMATED,OPEN EST.,ESTIMATED,92.67279588325712,5702497.499999999,5702497.499999999,11,2054,1540380,802710422.0,602290751.5,200419670.5,0.5006426601497396,73.5096399022461,3,Volume/OI surge | Premium activity | Call premium dominance | Buy-side estimate
TSLA,CALL,328.5799865722656,325.0,2026-08-10,2,5.4,5.7,5.55,3.0500002,122.0,38319,1579,0.3073799731445312,True,REGULAR,USD,2026-08-08 16:03:24 UTC,5.550000000000001,0.2999999999999998,0.054054054054054,24.267891070297658,-0.010895327526219457,-1.0895327526219456,100,21267045.000000004,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,328.5799865722656,0.6923362624848635,0.0470324275897964,0.0855248478256893,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,92.63461454863516,21267045.000000004,0.0,12,2633,1161835,1403261093.0,448706899.5,954554193.5,-0.36047981129339274,81.90719716940089,1,Volume/OI surge | Premium activity | Put premium dominance | Near-term concentration
TSLA,CALL,328.5799865722656,317.5,2026-08-12,4,12.4,13.4,12.51,4.78,61.836998,3822,176,0.4235897485351562,True,REGULAR,USD,2026-08-08 16:03:24 UTC,12.9,1.0,0.0775193798449612,21.71590909090909,-0.03372081996792208,-3.372081996792208,100,4930380.0,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,328.5799865722656,0.7897694857132576,0.0197927295263991,0.0991974419380213,CALCULATED,CALCULATED,CALCULATED,CALCULATED,SELL EST.,ESTIMATED,OPEN EST.,ESTIMATED,92.61636328769393,4930380.0,-4930380.0,13,2633,1161835,1403261093.0,448706899.5,954554193.5,-0.36047981129339274,81.90719716940089,1,Volume/OI surge | Premium activity | Put premium dominance | Sell-side estimate
TSLA,PUT,328.5799865722656,332.5,2026-08-10,2,5.75,5.95,5.65,-8.969999,-61.3543,14453,58,0.3062813513183594,True,REGULAR,USD,2026-08-08 16:03:24 UTC,5.85,0.2000000000000001,0.0341880341880342,249.18965517241378,0.011930164915483172,1.1930164915483172,100,8455004.999999998,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,328.5799865722656,-0.692198027206697,0.0472104519953897,0.085541735911756,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,92.57049374637438,-8455004.999999998,0.0,14,2633,1161835,1403261093.0,448706899.5,954554193.5,-0.36047981129339274,81.90719716940089,1,Volume/OI surge | Premium activity | Put premium dominance | Near-term concentration
NVDA,PUT,223.9600067138672,230.0,2026-08-10,2,6.2,6.8,6.25,-4.1000004,-39.61353,2892,121,0.3415593188476562,True,REGULAR,USD,2026-08-08 16:02:57 UTC,6.5,0.5999999999999996,0.0923076923076922,23.90082644628099,0.02696907083883753,2.6969070838837528,100,1879800.0,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,223.9600067138672,-0.8487840507000771,0.0413982341661817,0.0388620790152608,CALCULATED,CALCULATED,CALCULATED,CALCULATED,SELL EST.,ESTIMATED,OPEN EST.,ESTIMATED,92.49814073738366,-1879800.0,-1879800.0,15,2054,1540380,802710422.0,602290751.5,200419670.5,0.5006426601497396,73.5096399022461,3,Volume/OI surge | Premium activity | Call premium dominance | Sell-side estimate
AMZN,CALL,274.4800109863281,265.0,2026-08-10,2,8.9,10.05,9.49,2.4399996,34.609924,1602,169,0.3483951879882812,True,REGULAR,USD,2026-08-08 16:03:09 UTC,9.475000000000001,1.1500000000000004,0.1213720316622691,9.479289940828401,-0.03453807420169597,-3.4538074201695967,100,1517895.0000000002,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,274.4800109863281,0.9168673644559362,0.0216192024186465,0.0310935559310015,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,92.43671083937983,1517895.0000000002,0.0,16,1203,386778,257734395.5,206490952.5,51243443.0,0.6023546418739442,52.035319628109164,5,Volume/OI surge | Premium activity | Call premium dominance | Near-term concentration
TSLA,CALL,328.5799865722656,317.5,2026-08-10,2,11.35,11.6,11.42,5.9700003,109.5413,2193,621,0.3156806713867187,True,REGULAR,USD,2026-08-08 16:03:24 UTC,11.475,0.25,0.0217864923747276,3.531400966183575,-0.03372081996792208,-3.372081996792208,100,2516467.5,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,328.5799865722656,0.931757055632428,0.0171477466591486,0.0320239129413086,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,92.42068149256443,2516467.5,0.0,17,2633,1161835,1403261093.0,448706899.5,954554193.5,-0.36047981129339274,81.90719716940089,1,Volume/OI surge | Premium activity | Put premium dominance | Near-term concentration
AMD,CALL,483.3599853515625,480.0,2026-08-14,6,17.5,18.45,18.1,-6.8999996,-27.599998,4689,493,0.6104164935302736,True,REGULAR,USD,2026-08-08 16:03:14 UTC,17.975,0.9499999999999992,0.0528511821974964,9.511156186612576,-0.0069513105209126486,-0.6951310520912648,100,8428477.5,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,483.3599853515625,0.5543515167688099,0.010447882799821,0.2449369623231672,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,92.368502444343,8428477.5,0.0,18,2677,257051,469427007.0,325263274.0,144163733.0,0.3857885002342867,51.2868275035143,6,Volume/OI surge | Premium activity | Call premium dominance | Near-term concentration
AMD,CALL,483.3599853515625,480.0,2026-08-10,2,9.45,9.85,9.68,-8.82,-47.675674,2488,302,0.4626518579101563,True,REGULAR,USD,2026-08-08 16:03:13 UTC,9.649999999999999,0.4000000000000003,0.0414507772020725,8.23841059602649,-0.0069513105209126486,-0.6951310520912648,100,2400919.9999999995,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,483.3599853515625,0.5898689104560998,0.0234858683163473,0.1391039469153483,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,92.29223623873199,2400919.9999999995,0.0,19,2677,257051,469427007.0,325263274.0,144163733.0,0.3857885002342867,51.2868275035143,6,Volume/OI surge | Premium activity | Call premium dominance | Near-term concentration
TSLA,PUT,328.5799865722656,330.0,2026-08-10,2,4.2,4.35,4.25,-7.6000004,-64.13502,28469,158,0.3018868640136719,True,REGULAR,USD,2026-08-08 16:03:24 UTC,4.275,0.1499999999999994,0.0350877192982454,180.18354430379748,0.004321667434915629,0.4321667434915629,100,12170497.5,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,328.5799865722656,-0.5682788438669124,0.0535343516313329,0.0956084130084956,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,92.28755805795612,-12170497.5,0.0,20,2633,1161835,1403261093.0,448706899.5,954554193.5,-0.36047981129339274,81.90719716940089,1,Volume/OI surge | Premium activity | Put premium dominance | Near-term concentration
TSLA,CALL,328.5799865722656,327.5,2026-08-10,2,3.95,4.1,4.05,2.19,117.74194,35607,908,0.2978585839843749,True,REGULAR,USD,2026-08-08 16:03:24 UTC,4.025,0.1499999999999994,0.0372670807453414,39.2147577092511,-0.003286830045651914,-0.3286830045651914,100,14331817.500000002,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,328.5799865722656,0.5676063490806745,0.0542742435814234,0.0956364058220793,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,92.27369029521188,14331817.500000002,0.0,21,2633,1161835,1403261093.0,448706899.5,954554193.5,-0.36047981129339274,81.90719716940089,1,Volume/OI surge | Premium activity | Put premium dominance | Near-term concentration
NVDA,CALL,223.9600067138672,220.0,2026-08-10,2,4.4,4.7,4.6,2.25,95.74469,26872,9854,0.2700268310546875,True,REGULAR,USD,2026-08-08 16:02:57 UTC,4.550000000000001,0.2999999999999998,0.0659340659340658,2.727014410391719,-0.017681758328068453,-1.768175832806845,100,12226760.000000002,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,223.9600067138672,0.8195048649402762,0.0587173730347017,0.0435764264080167,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,92.17691573232355,12226760.000000002,0.0,22,2054,1540380,802710422.0,602290751.5,200419670.5,0.5006426601497396,73.5096399022461,3,Volume/OI surge | Premium activity | Call premium dominance | Near-term concentration
TSLA,CALL,328.5799865722656,325.0,2026-08-12,4,7.7,7.95,7.78,3.4300003,78.850586,5283,747,0.39258419921875,True,REGULAR,USD,2026-08-08 16:03:24 UTC,7.825,0.25,0.0319488817891373,7.072289156626506,-0.010895327526219457,-1.0895327526219456,100,4133947.5,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,328.5799865722656,0.6170638791497371,0.0282616617244415,0.1312743425244233,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,92.0384522507529,4133947.5,0.0,23,2633,1161835,1403261093.0,448706899.5,954554193.5,-0.36047981129339274,81.90719716940089,1,Volume/OI surge | Premium activity | Put premium dominance | Near-term concentration
TSLA,CALL,328.5799865722656,310.0,2026-08-10,2,18.4,18.85,19.07,8.7699995,85.14562,1676,309,0.401373173828125,True,REGULAR,USD,2026-08-08 16:03:24 UTC,18.625,0.4500000000000028,0.0241610738255035,5.423948220064725,-0.05654631240962471,-5.654631240962472,100,3121550.0,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,328.5799865722656,0.9762253193403106,0.0057393960920561,0.0136280552806743,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,92.03292920041243,3121550.0,0.0,24,2633,1161835,1403261093.0,448706899.5,954554193.5,-0.36047981129339274,81.90719716940089,1,Volume/OI surge | Premium activity | Put premium dominance | Near-term concentration
META,PUT,592.0999755859375,597.5,2026-08-10,2,8.0,8.95,7.65,-4.9,-39.043827,6826,32,0.272346143798828,True,REGULAR,USD,2026-08-08 16:03:17 UTC,8.475,0.9499999999999992,0.1120943952802359,213.3125,0.009120122676442738,0.9120122676442738,100,5785035.0,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,592.0999755859375,-0.6661786155666047,0.030478205443524,0.1594548892041247,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,92.01381829187349,-5785035.0,0.0,25,3046,261392,411822567.5,256631953.5,155190614.0,0.24632292522434435,44.69484387836516,7,Volume/OI surge | Premium activity | Near-term concentration
NVDA,CALL,223.9600067138672,222.5,2026-08-10,2,2.74,2.78,2.8,1.4499999,107.4074,59669,7525,0.243171630859375,True,REGULAR,USD,2026-08-08 16:02:57 UTC,2.76,0.0399999999999995,0.0144927536231882,7.929435215946844,-0.006519051036341957,-0.6519051036341957,100,16468643.999999998,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,223.9600067138672,0.6497049999664517,0.0919075069400201,0.0614245478133628,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,91.90119110480923,16468643.999999998,0.0,26,2054,1540380,802710422.0,602290751.5,200419670.5,0.5006426601497396,73.5096399022461,3,Volume/OI surge | Premium activity | Call premium dominance | Near-term concentration
AMD,PUT,483.3599853515625,480.0,2026-08-10,2,6.15,6.55,6.39,-0.41000032,-6.029416,3296,263,0.4660697924804688,False,REGULAR,USD,2026-08-08 16:03:13 UTC,6.35,0.3999999999999994,0.0629921259842518,12.532319391634982,-0.0069513105209126486,-0.6951310520912648,100,2092959.9999999998,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,483.3599853515625,-0.4106809680944991,0.0233211028267587,0.1391485100280999,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,91.85281659065454,-2092959.9999999998,0.0,27,2677,257051,469427007.0,325263274.0,144163733.0,0.3857885002342867,51.2868275035143,6,Volume/OI surge | Premium activity | Call premium dominance | Near-term concentration
AMZN,PUT,274.4800109863281,290.0,2026-08-10,2,14.45,15.85,15.43,-2.7299995,-15.033038,698,4,0.4126035302734374,True,REGULAR,USD,2026-08-08 16:03:09 UTC,15.149999999999999,1.4000000000000004,0.0924092409240924,174.5,0.056543239552861016,5.6543239552861015,100,1057470.0,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,274.4800109863281,-0.9623322350233507,0.0097884144829128,0.0166726205611357,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,91.84038348969324,-1057470.0,0.0,28,1203,386778,257734395.5,206490952.5,51243443.0,0.6023546418739442,52.035319628109164,5,Volume/OI surge | Premium activity | Call premium dominance | Near-term concentration
TSLA,PUT,328.5799865722656,332.5,2026-08-12,4,7.9,8.2,8.1,-6.3999996,-44.137928,2943,35,0.3913635083007812,True,REGULAR,USD,2026-08-08 16:03:24 UTC,8.05,0.2999999999999989,0.0372670807453414,84.08571428571429,0.011930164915483172,1.1930164915483172,100,2369115.0,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,328.5799865722656,-0.6019070550668699,0.0286628103575995,0.1327236879256636,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,91.81318123104047,-2369115.0,0.0,29,2633,1161835,1403261093.0,448706899.5,954554193.5,-0.36047981129339274,81.90719716940089,1,Volume/OI surge | Premium activity | Put premium dominance | Near-term concentration
AMD,CALL,483.3599853515625,482.5,2026-08-12,4,12.55,13.55,13.05,-9.45,-42.0,1293,39,0.559574716796875,True,REGULAR,USD,2026-08-08 16:03:13 UTC,13.05,1.0,0.0766283524904214,33.15384615384615,-0.0017791819298757351,-0.1779181929875735,100,1687365.0000000002,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,483.3599853515625,0.5267776401367452,0.014057818659749,0.2014116265747519,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,91.80568414959993,1687365.0000000002,0.0,30,2677,257051,469427007.0,325263274.0,144163733.0,0.3857885002342867,51.2868275035143,6,Volume/OI surge | Premium activity | Call premium dominance | Near-term concentration
NVDA,CALL,223.9600067138672,210.0,2026-08-14,6,14.45,14.7,14.57,3.5699997,32.45454,16628,8474,0.4018614501953125,True,REGULAR,USD,2026-08-08 16:02:58 UTC,14.575,0.25,0.0171526586620926,1.962237432145386,-0.06233258749497443,-6.233258749497443,100,24235309.999999996,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,223.9600067138672,0.9010680198030976,0.0150899738635748,0.0499993276477376,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,91.77601283672813,24235309.999999996,0.0,31,2054,1540380,802710422.0,602290751.5,200419670.5,0.5006426601497396,73.5096399022461,3,Volume/OI surge | Premium activity | Call premium dominance | Near-term concentration
AMZN,CALL,274.4800109863281,262.5,2026-08-10,2,11.7,12.85,12.89,3.3900003,35.68421,707,45,0.4699760034179688,True,REGULAR,USD,2026-08-08 16:03:09 UTC,12.274999999999999,1.1500000000000004,0.0936863543788187,15.71111111111111,-0.04364620557715167,-4.364620557715167,100,867842.4999999999,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,274.4800109863281,0.90430679904599,0.0177952329087863,0.0345253377950694,CALCULATED,CALCULATED,CALCULATED,CALCULATED,BUY EST.,ESTIMATED,OPEN EST.,ESTIMATED,91.75613354902426,867842.4999999999,867842.4999999999,32,1203,386778,257734395.5,206490952.5,51243443.0,0.6023546418739442,52.035319628109164,5,Volume/OI surge | Premium activity | Call premium dominance | Buy-side estimate
TSLA,CALL,328.5799865722656,330.0,2026-08-10,2,2.8,2.88,2.81,1.4499999,106.617645,54174,3441,0.2976144458007811,False,REGULAR,USD,2026-08-08 16:03:24 UTC,2.84,0.08,0.028169014084507,15.743679163034002,0.004321667434915629,0.4321667434915629,100,15385416.0,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,328.5799865722656,0.430625658347506,0.0542766264182805,0.0955622133021357,CALCULATED,CALCULATED,CALCULATED,CALCULATED,SELL EST.,ESTIMATED,OPEN EST.,ESTIMATED,91.75556524839999,15385416.0,-15385416.0,33,2633,1161835,1403261093.0,448706899.5,954554193.5,-0.36047981129339274,81.90719716940089,1,Volume/OI surge | Premium activity | Put premium dominance | Sell-side estimate
SPY,CALL,773.260009765625,768.0,2026-08-10,2,5.4,5.49,5.47,1.7999997,49.046314,4314,1457,0.061532822265625,True,REGULAR,USD,2026-08-08 16:02:45 UTC,5.445,0.0899999999999998,0.0165289256198346,2.960878517501716,-0.006802381733434408,-0.6802381733434408,100,2348973.0,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,773.260009765625,0.9393009790316972,0.034129622154783,0.068806037469112,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,91.74400030428862,2348973.0,0.0,34,6261,2980685,1272364007.5,975634659.0,296729348.5,0.5335778963395426,76.50366844509314,2,Volume/OI surge | Premium activity | Call premium dominance | Near-term concentration
TSLA,PUT,328.5799865722656,327.5,2026-08-10,2,2.91,2.99,2.97,-7.4299994,-71.44231,20246,186,0.2952951330566405,False,REGULAR,USD,2026-08-08 16:03:24 UTC,2.95,0.08,0.0271186440677966,108.84946236559139,-0.003286830045651914,-0.3286830045651914,100,5972570.0,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,328.5799865722656,-0.4318874034977906,0.054733349359868,0.0956153591439856,CALCULATED,CALCULATED,CALCULATED,CALCULATED,UNKNOWN,ESTIMATED,UNKNOWN,ESTIMATED,91.72793709283829,-5972570.0,0.0,35,2633,1161835,1403261093.0,448706899.5,954554193.5,-0.36047981129339274,81.90719716940089,1,Volume/OI surge | Premium activity | Put premium dominance | Near-term concentration
TSLA,CALL,328.5799865722656,330.0,2026-08-14,6,6.6,6.7,6.7,2.6899996,67.08228,16555,3108,0.4061338684082031,False,REGULAR,USD,2026-08-08 16:03:25 UTC,6.65,0.1000000000000005,0.0150375939849624,5.326576576576577,0.004321667434915629,0.4321667434915629,100,11009075.0,REAL,REAL,REAL,REAL,CALCULATED,CALCULATED,328.5799865722656,0.4823911650360333,0.0232941693740255,0.1679024516957019,CALCULATED,CALCULATED,CALCULATED,CALCULATED,BUY EST.,ESTIMATED,OPEN EST.,ESTIMATED,91.65443826637272,11009075.0,11009075.0,36,2633,1161835,1403261093.0,448706899.5,954554193.5,-0.36047981129339274,81.90719716940089,1,Volume/OI surge | Premium activity | Put premium dominance | Buy-side estimate
